#{"t_start": 1611588318.3317206, "env_id": null}
r,l,t
87.845396,150,1231.520934
92.86608,150,1305.804804
78.204127,150,1379.606157
94.656323,150,1452.784746
99.295173,150,1453.162212
91.011622,150,1526.513759
94.010284,150,1526.89473
113.813717,150,1599.870339
112.265709,150,1600.244742
88.74191,150,1672.90299
122.254801,150,1673.281294
104.19943,150,1673.6584
133.097905,150,1674.031149
96.424133,150,1746.493147
111.121426,150,1746.868274
89.816012,150,1747.248996
102.994756,150,1747.637851
106.654232,150,1748.012553
101.439018,150,1820.708822
107.502792,150,1821.083503
97.88134,150,1821.460478
87.598048,150,1821.841501
82.923546,150,1822.219853
93.750864,150,1895.16572
109.622298,150,1895.541667
113.025586,150,1895.919274
122.136406,150,1896.290538
105.5109,150,1896.666966
106.132857,150,1970.059911
115.305097,150,1970.441826
90.549434,150,1970.823852
114.09212,150,1971.200983
103.69886,150,1971.579344
91.132544,150,2044.259936
108.924518,150,2044.634953
119.018093,150,2045.00881
95.08758,150,2045.380251
121.774562,150,2045.746987
125.357888,150,2046.152162
85.567578,150,2118.904322
114.864322,150,2119.275531
96.222963,150,2119.660888
85.01392,150,2120.039526
127.144942,150,2120.411316
115.950145,150,2120.822066
98.868792,150,2121.189988
91.025533,150,2194.041557
93.88847,150,2194.427176
112.504994,150,2194.809911
91.586878,150,2195.187001
96.027977,150,2195.561747
110.39312,150,2195.98999
87.909271,150,2196.378342
85.127537,150,2196.76551
96.913887,150,2269.89009
131.715359,150,2270.26667
105.35815,150,2270.643563
87.186127,150,2271.023326
124.154094,150,2271.395799
103.25291,150,2271.804704
115.474296,150,2272.180127
77.385898,150,2272.560262
122.380214,150,2346.17267
114.445286,150,2346.555547
78.931656,150,2346.937404
95.146443,150,2347.314499
103.601055,150,2347.692137
89.753093,150,2348.103719
80.920071,150,2348.502411
76.123146,150,2348.895106
105.007289,150,2349.282764
104.221373,150,2423.218038
70.115555,150,2423.600674
81.465857,150,2423.981261
75.861365,150,2424.363678
88.750335,150,2424.74154
106.733447,150,2425.160443
115.106922,150,2425.539742
71.912079,150,2425.921094
91.136688,150,2426.30171
95.800323,150,2426.680792
97.082647,150,2500.990375
85.520947,150,2501.369282
108.599195,150,2501.748224
110.224919,150,2502.126005
81.445453,150,2502.511408
108.665113,150,2502.924833
75.223645,150,2503.332315
104.669029,150,2503.712468
87.48284,150,2504.086946
79.076479,150,2504.480141
107.451069,150,2504.855424
90.961028,150,2578.566972
93.386757,150,2578.9539
94.582369,150,2579.340385
106.854299,150,2579.719838
101.959875,150,2580.100513
88.101751,150,2580.51314
107.952093,150,2580.888738
111.570994,150,2581.260753
80.916716,150,2581.645389
91.366512,150,2582.033245
122.894221,150,2582.411292
108.150068,150,2656.586769
118.511398,150,2656.964633
92.562034,150,2657.349682
84.976243,150,2657.73077
75.837873,150,2658.117905
107.815218,150,2658.530352
116.245785,150,2658.904581
89.967411,150,2659.282347
94.411798,150,2659.656033
112.623163,150,2660.042348
114.139202,150,2660.41883
117.489926,150,2660.832903
115.794689,150,2735.526797
