# {"t_start": 1607074687.3295956, "env_id": "antgoal-v0"} 
r,l,t
78.579525,150,507.418436
78.795034,150,507.66827
78.402767,150,507.930083
78.766254,150,508.185801
57.837333,150,508.440674
78.649993,150,508.697388
78.441697,150,508.959902
68.00088,150,509.212616
78.684671,150,509.462518
78.758515,150,509.71358
89.97709,150,1033.192772
90.036654,150,1033.445011
90.045284,150,1033.696826
90.039333,150,1033.951268
90.062417,150,1034.365498
89.949513,150,1034.76783
90.052419,150,1035.04372
89.953612,150,1035.311083
90.116284,150,1035.573067
90.080389,150,1035.848135
89.947415,150,1578.301777
89.934235,150,1578.620749
90.10482,150,1579.004094
90.05513,150,1579.414726
90.001618,150,1579.822127
89.987888,150,1580.243627
89.989208,150,1580.610832
89.990985,150,1580.915298
90.02294,150,1581.280721
90.046328,150,1581.696348
90.030621,150,2077.324912
89.949015,150,2077.554205
89.990426,150,2077.782662
89.940468,150,2078.011561
89.910884,150,2078.244267
90.005115,150,2078.474692
90.018535,150,2078.705431
90.108203,150,2078.937122
90.076988,150,2079.169477
89.956641,150,2079.399157
90.009934,150,2556.058579
89.996167,150,2556.290836
89.969149,150,2556.522941
89.977118,150,2556.754789
89.972793,150,2556.987013
89.973541,150,2557.221063
89.975279,150,2557.463588
89.909741,150,2557.693463
90.003129,150,2557.935358
89.972181,150,2558.165441
89.970566,150,3029.930374
89.921202,150,3030.163856
89.8721,150,3030.392199
90.037508,150,3030.614682
89.971127,150,3030.864235
89.947091,150,3031.124118
90.009317,150,3031.3573
90.035481,150,3031.611546
89.949558,150,3031.943678
90.046356,150,3032.267771
89.955104,150,3521.086487
90.088411,150,3521.361296
90.0377,150,3521.621485
89.898719,150,3521.895571
89.961089,150,3522.146547
90.0567,150,3522.444655
90.056827,150,3522.689786
90.033477,150,3522.996792
89.979174,150,3523.267191
89.984463,150,3523.553663
90.064388,150,4035.80974
89.967465,150,4036.084536
90.011497,150,4036.339551
89.997776,150,4036.637908
90.036027,150,4036.88594
90.019276,150,4037.187313
90.031904,150,4037.454585
90.022439,150,4037.735626
90.016932,150,4037.996376
90.039798,150,4038.261982
90.048938,150,4552.049171
90.022941,150,4552.426609
90.113491,150,4552.859245
90.052174,150,4553.200855
90.050155,150,4553.578012
90.112584,150,4553.933317
89.944593,150,4554.231951
90.001298,150,4554.531362
89.961274,150,4554.812313
90.02276,150,4555.137765
90.020236,150,5085.407801
90.024698,150,5085.703791
89.979705,150,5085.969129
