#{"t_start": 1606209166.0241232, "env_id": null}
r,l,t
277.782945,500,196.91484
329.546754,500,197.938178
310.150527,500,198.967107
327.029598,500,199.998109
286.867016,500,396.864873
300.823878,500,397.909597
296.801676,500,398.94157
297.290215,500,399.98499
334.763882,500,594.738623
378.574939,500,595.758258
357.856706,500,596.782968
295.71869,500,597.814458
317.74177,500,792.244905
346.919256,500,793.26856
435.752348,500,794.284835
371.444617,500,795.300375
392.905541,500,989.140502
399.993708,500,990.172532
390.467677,500,991.20254
396.657013,500,992.222433
359.445489,500,1186.082653
376.292884,500,1187.106484
305.449852,500,1188.147973
314.403464,500,1189.177184
367.307809,500,1382.317296
379.833273,500,1383.340178
319.947396,500,1384.370825
323.84219,500,1385.398759
324.818646,500,1579.395389
367.780107,500,1580.421923
365.754197,500,1581.441888
385.019405,500,1582.459947
309.020187,500,1775.85341
411.710555,500,1776.939896
377.973143,500,1777.967805
329.122196,500,1779.000841
404.304346,500,1972.768936
439.062637,500,1973.791425
384.259437,500,1974.816238
391.136139,500,1975.83331
436.01483,500,2170.3221
370.517267,500,2171.35142
331.363468,500,2172.390129
334.908326,500,2173.418761
422.343857,500,2367.370757
413.193356,500,2368.390695
380.792328,500,2369.41265
386.983675,500,2370.430334
357.063131,500,2564.317238
385.142153,500,2565.343246
333.767772,500,2566.370934
378.644884,500,2567.388894
387.383613,500,2760.701181
303.834063,500,2761.724034
391.319633,500,2762.738526
372.779928,500,2763.749625
369.909075,500,2957.787238
333.494548,500,2958.814421
359.828784,500,2959.842187
345.401181,500,2960.86527
412.400505,500,3156.099274
373.886858,500,3157.1301
394.049533,500,3158.155072
358.869694,500,3159.191153
434.411729,500,3353.71735
446.35591,500,3354.737042
377.475862,500,3355.774695
377.979548,500,3356.802874
331.569013,500,3551.129459
375.00113,500,3552.152146
351.640115,500,3553.230241
355.309928,500,3554.252595
404.026298,500,3747.500234
426.058511,500,3748.52884
438.094501,500,3749.551529
352.461826,500,3750.572961
384.287497,500,8643.010399
358.030144,500,8644.042254
265.345385,500,8645.087275
404.889909,500,8646.107541
338.79764,500,8842.693927
391.325006,500,8843.718045
422.673687,500,8844.735727
333.116689,500,8845.758894
377.964985,500,9040.376692
313.040527,500,9041.419475
418.447566,500,9042.446291
374.247611,500,9043.480421
276.606065,500,9238.523351
399.402973,500,9239.544539
395.103849,500,9240.564578
310.415622,500,9241.600894
340.236506,500,9438.223363
379.600765,500,9439.244147
419.327267,500,9440.266309
326.600978,500,9441.290866
339.49719,500,9638.224671
344.031757,500,9639.248064
389.821005,500,9640.271661
388.387053,500,9641.29641
332.913227,500,9837.066487
329.358607,500,9838.112619
348.519975,500,9839.151208
275.940984,500,9840.189269
316.070452,500,10036.418281
324.3222,500,10037.457164
292.499471,500,10038.502956
344.646728,500,10039.53444
351.708835,500,10234.639714
351.040976,500,10235.680381
400.814798,500,10236.699801
357.940317,500,10237.729511
420.777114,500,10433.221275
373.701985,500,10434.24799
354.827215,500,10435.276479
396.142322,500,10436.298684
378.51219,500,10632.072135
349.994346,500,10633.096387
320.196031,500,10634.12581
350.376012,500,10635.154786
345.176333,500,10830.333563
315.594897,500,10831.372173
375.18343,500,10832.405585
323.998243,500,10833.44065
388.482958,500,11027.415196
400.650056,500,11028.441286
300.234408,500,11029.478169
323.29622,500,11030.507409
329.726509,500,11225.262469
372.529289,500,11226.282524
337.805803,500,11227.323907
290.870171,500,11228.34656
358.220015,500,11423.599566
324.355436,500,11424.632547
367.810318,500,11425.653742
316.307976,500,11426.686934
295.311101,500,11623.039253
374.093203,500,11624.06292
304.460496,500,11625.094357
365.15518,500,11626.110043
