#{"t_start": 1611588324.034765, "env_id": null}
r,l,t
99.878486,150,940.667988
92.77172,150,1019.469839
96.719584,150,1098.5589
90.09052,150,1177.272014
81.450377,150,1256.528047
91.008377,150,1256.956496
136.20047,150,1336.577076
89.314492,150,1336.987154
81.103181,150,1416.258028
115.629712,150,1416.651784
106.625344,150,1494.991687
88.563126,150,1495.413701
115.326724,150,1576.787434
96.350837,150,1577.199914
135.860279,150,1577.60522
88.703183,150,1578.021166
104.423738,150,1656.568771
93.949649,150,1656.968213
96.381499,150,1657.375002
118.927099,150,1657.770042
106.476575,150,1658.176175
113.184859,150,1736.273943
102.093099,150,1736.679992
151.594859,150,1737.080452
98.623228,150,1737.482875
125.798485,150,1737.88201
104.380192,150,1815.30767
115.283906,150,1815.70804
129.511123,150,1816.105875
118.953107,150,1816.502691
110.016543,150,1816.896453
129.884209,150,1894.303646
100.226166,150,1894.700206
112.473787,150,1895.095993
138.385683,150,1895.49159
122.536352,150,1895.895643
123.246981,150,1974.412697
127.013859,150,1974.810127
106.436845,150,1975.214904
119.990536,150,1975.614176
115.731811,150,1976.012736
128.405787,150,1976.445956
151.433413,150,2055.111603
115.719082,150,2055.518054
92.137632,150,2055.930165
113.735086,150,2056.336357
119.311572,150,2056.745498
106.838889,150,2057.190276
82.133103,150,2057.605483
89.304095,150,2136.545328
100.640747,150,2136.940459
126.174975,150,2137.340179
86.705806,150,2137.746346
91.992599,150,2138.149418
88.56117,150,2138.592091
84.575598,150,2139.000821
121.722863,150,2139.397188
85.457308,150,2218.529345
106.124595,150,2218.938959
87.423629,150,2219.364156
87.874855,150,2219.781692
84.827852,150,2220.197942
112.522468,150,2220.6445
101.416486,150,2221.054528
82.528237,150,2221.46452
107.04819,150,2300.136715
89.230334,150,2300.540886
99.780959,150,2300.950303
119.303034,150,2301.388024
95.770545,150,2301.788074
105.537876,150,2302.225965
116.149336,150,2302.621342
112.956162,150,2303.020392
85.100564,150,2303.427006
72.129825,150,2383.192935
95.882178,150,2383.599979
