# {"t_start": 1606317980.6985974, "env_id": "antgoal-v0"} 
r,l,t
110.761264,150,2.120001
118.417747,150,2.549442
87.775277,150,2.960408
110.059001,150,3.520299
94.84059,150,4.152268
126.661807,150,4.780636
97.454216,150,5.178711
121.336437,150,5.56125
96.847535,150,6.024193
92.145351,150,6.39121
97.620713,150,6.747998
105.294603,150,7.214314
111.630013,150,7.652664
85.925168,150,8.18009
89.675172,150,8.606662
86.891972,150,9.187947
118.660409,150,9.89441
98.197544,150,10.35976
125.359134,150,10.706129
93.183666,150,11.032269
89.31141,150,11.360742
98.752602,150,11.744803
87.746459,150,12.174402
141.701435,150,12.534412
97.766017,150,13.011041
84.500478,150,13.385085
84.604947,150,13.76662
104.674213,150,14.239482
102.96827,150,14.630719
118.367984,150,15.216033
85.836762,150,15.777865
113.551487,150,16.483834
103.878208,150,17.192236
112.018982,150,17.763162
97.560938,150,18.176958
102.738163,150,18.555646
127.097692,150,18.955238
100.539786,150,19.38397
141.668072,150,19.789758
108.26087,150,20.311848
130.474955,150,20.778833
98.548155,150,21.220389
102.483977,150,21.60285
127.251364,150,22.016999
85.696236,150,22.425184
104.844278,150,22.835271
118.713811,150,23.299961
108.061696,150,23.931644
96.081351,150,24.544039
123.180478,150,25.017366
111.307188,150,25.424985
104.986694,150,25.879284
102.689336,150,26.355112
99.342357,150,26.762083
109.160227,150,27.190752
125.836971,150,27.550838
128.271388,150,27.909831
99.332081,150,28.366352
100.548305,150,28.919031
98.425221,150,29.437246
115.96652,150,29.913691
100.682114,150,30.236269
99.759297,150,30.569346
100.793278,150,30.918465
105.871593,150,31.281807
92.049148,150,31.604393
110.890983,150,31.980107
95.306383,150,32.488447
86.720011,150,32.950591
110.945701,150,33.269965
134.080165,150,33.587446
95.094034,150,33.890677
153.940477,150,34.233262
93.350823,150,34.630265
134.799534,150,35.045907
125.237072,150,35.711859
100.40644,150,36.190011
129.805317,150,36.580275
106.804753,150,36.902116
101.859551,150,37.249054
85.430724,150,37.794392
99.404894,150,38.423567
103.259115,150,39.075227
114.804079,150,39.635522
100.636143,150,40.127088
106.778177,150,40.651136
109.812494,150,41.101788
115.265779,150,41.567978
79.511026,150,42.016085
