#{"t_start": 1606209065.2215183, "env_id": null}
r,l,t
334.027771,500,2808.192077
288.812483,500,3009.041035
303.879106,500,3210.741493
334.835291,500,3412.050537
247.449347,500,3612.900427
250.145967,500,3814.352954
265.60273,500,3815.40327
399.086344,500,8716.645616
365.698494,500,8717.673749
257.724497,500,8918.864365
337.85608,500,8919.923834
377.748273,500,9118.534986
366.92466,500,9119.635998
380.013736,500,9318.755103
374.414495,500,9319.784007
400.496103,500,9518.048254
400.693525,500,9519.069957
357.634539,500,9717.51447
360.397975,500,9718.540658
294.144789,500,9719.611816
337.884976,500,9917.338391
360.486326,500,9918.40864
370.996565,500,9919.440029
404.789285,500,10118.061824
342.479039,500,10119.10063
372.440983,500,10120.123683
300.27299,500,10318.13448
329.790121,500,10319.165772
402.184141,500,10320.187061
389.913396,500,10519.733147
338.029582,500,10520.764949
311.868887,500,10521.805232
392.527541,500,10522.829098
342.313124,500,10721.527555
313.855344,500,10722.594947
346.544265,500,10723.621666
318.782507,500,10724.64957
366.555362,500,10922.52969
324.824718,500,10923.558028
373.234503,500,10924.588485
330.578928,500,10925.607831
304.44665,500,11124.932455
331.67821,500,11125.949531
343.408113,500,11127.03535
397.612565,500,11128.052152
309.393013,500,11328.206312
345.33945,500,11329.232116
331.226244,500,11330.250767
362.746607,500,11331.291888
387.622671,500,11529.830337
346.230298,500,11530.860128
351.814288,500,11531.883417
242.823396,500,11532.969821
447.783485,500,11533.993028
322.509432,500,11732.36559
279.099905,500,11733.392191
231.36574,500,11734.427402
255.898386,500,11735.464293
283.891487,500,11736.497374
333.471063,500,11934.914435
327.188668,500,11935.943691
271.996295,500,11936.981053
376.607203,500,11938.04926
279.718037,500,11939.072437
267.50232,500,12140.084846
210.178267,500,12141.129526
296.768545,500,12142.162269
227.156049,500,12143.208091
214.140604,500,12144.26559
232.340558,500,12343.916727
355.856404,500,12344.951737
348.478096,500,12345.969393
362.453003,500,12346.99645
307.709243,500,12348.026314
289.988785,500,12545.494463
347.88688,500,12546.561623
402.001751,500,12547.598119
353.094476,500,12548.620175
284.52951,500,12549.647594
270.743324,500,12746.873488
374.623485,500,12747.901011
376.475697,500,12748.924307
394.514685,500,12749.963824
274.728207,500,12750.997204
304.152324,500,12949.11646
313.877266,500,12950.141787
393.725909,500,12951.175176
372.959524,500,12952.188062
320.451808,500,12953.215957
370.037937,500,13151.639118
389.403533,500,13152.653023
350.386927,500,13153.685329
393.777376,500,13154.703259
390.678458,500,13155.715369
367.05193,500,13156.720415
371.884499,500,13355.352559
301.023791,500,13356.38818
287.868789,500,13357.410611
