#{"t_start": 1606209057.0376794, "env_id": null}
r,l,t
316.796209,500,3165.042855
314.533621,500,3363.951232
374.04174,500,3562.912812
389.918,500,3761.404254
301.579692,500,8664.475258
305.130958,500,8863.060421
310.911751,500,8864.073905
250.386588,500,9058.669382
406.206082,500,9059.645615
345.384018,500,9255.046879
319.53472,500,9256.046529
349.879687,500,9451.299761
266.38793,500,9452.313779
335.016577,500,9646.763951
340.057239,500,9647.78845
361.15778,500,9842.487344
371.162342,500,9843.511
332.33055,500,9844.545266
395.107033,500,10038.401665
362.582414,500,10039.428812
353.618165,500,10040.44981
288.322659,500,10234.933791
374.271547,500,10235.945361
362.717788,500,10236.968268
325.904377,500,10431.127917
329.283377,500,10432.213815
357.67837,500,10433.243598
338.740388,500,10628.189024
293.454645,500,10629.186868
308.89713,500,10630.213855
340.193569,500,10631.240433
360.111628,500,10824.980989
333.071456,500,10826.008651
362.783331,500,10827.039178
395.145132,500,10828.055274
356.146408,500,11022.92467
381.195252,500,11023.949261
347.879405,500,11024.987964
360.914897,500,11025.986214
325.010788,500,11221.209635
363.824201,500,11222.238807
305.799942,500,11223.280181
356.458975,500,11224.346162
368.122279,500,11418.717837
395.421971,500,11419.74627
439.357396,500,11420.771439
334.534131,500,11421.801371
338.552242,500,11616.86216
364.019843,500,11617.885949
366.85616,500,11618.906573
315.130829,500,11619.911377
369.79198,500,11620.904826
289.619379,500,11814.517519
369.551732,500,11815.493359
349.915478,500,11816.511536
325.378379,500,11817.549963
428.064672,500,11818.56547
368.782638,500,12012.606101
387.720485,500,12013.628938
359.180061,500,12014.66211
340.989376,500,12015.694222
364.868249,500,12016.719508
381.38064,500,12210.961762
433.074431,500,12211.963793
370.160088,500,12212.990113
325.364963,500,12214.014322
335.487982,500,12215.04211
412.269748,500,12410.494183
356.926745,500,12411.516551
376.85195,500,12412.544549
355.467411,500,12413.531957
303.476898,500,12414.565426
333.846362,500,12609.304853
320.367886,500,12610.311624
364.829746,500,12611.350397
416.662978,500,12612.372286
308.891438,500,12613.40514
319.575023,500,12614.442211
292.588804,500,12809.347951
347.474741,500,12810.425103
381.612381,500,12811.454081
420.831558,500,12812.480605
352.742811,500,12813.508053
348.110689,500,12814.519803
356.987032,500,13010.391865
368.406561,500,13011.424803
403.883673,500,13012.45507
319.214206,500,13013.48185
385.972518,500,13014.498817
357.299826,500,13015.520338
427.892912,500,13211.047693
416.984278,500,13212.038119
413.676255,500,13213.047392
372.02013,500,13214.071902
341.089933,500,13215.098868
361.618385,500,13216.127992
444.483939,500,13411.271756
367.967696,500,13412.308309
292.097701,500,13413.340039
421.41096,500,13414.304541
358.119952,500,13415.32452
280.106388,500,13416.349298
278.965531,500,13613.08013
336.322251,500,13614.108715
290.990919,500,13615.136246
329.211093,500,13616.141123
378.239506,500,13617.166697
343.681898,500,13618.194218
397.76461,500,13813.255591
357.363826,500,13814.247014
340.85583,500,13815.293619
323.491681,500,13816.337685
347.021887,500,13817.381811
451.553519,500,13818.396517
378.448949,500,14014.533064
343.767235,500,14015.575053
400.931326,500,14016.60447
357.871401,500,14017.637929
382.891119,500,14018.658991
384.834173,500,14019.661848
338.115807,500,14020.677769
268.133023,500,14216.025785
406.261241,500,14217.049926
308.373198,500,14218.089042
413.567543,500,14219.109691
420.337836,500,14220.127265
395.11844,500,14221.143091
417.433073,500,14222.119302
398.784383,500,14417.17725
364.516222,500,14418.188875
402.025416,500,14419.212498
373.140677,500,14420.240882
348.226467,500,14421.267424
405.050985,500,14422.294566
388.959567,500,14423.328926
355.206975,500,14618.147958
416.624957,500,14619.178429
403.057116,500,14620.211902
332.925513,500,14621.236953
324.20374,500,14622.263243
392.012645,500,14623.225352
325.184396,500,14624.24732
317.017063,500,14819.747598
340.870741,500,14820.791803
328.250393,500,14821.835544
292.731522,500,14822.878571
446.480244,500,14823.901405
397.773276,500,14824.892691
370.628296,500,14825.91492
384.318782,500,15021.732982
417.283606,500,15022.763723
296.733611,500,15023.813962
343.343569,500,15024.849731
318.140293,500,15025.885339
383.851485,500,15026.890586
379.248659,500,15027.857896
301.850123,500,15224.990339
371.887829,500,15226.032295
322.894384,500,15227.089236
333.680232,500,15228.132651
344.664423,500,15229.187692
340.777214,500,15230.195318
360.303068,500,15231.195722
367.920801,500,15232.215783
323.962701,500,15427.998706
323.156307,500,15429.052516
339.277124,500,15430.091616
344.888068,500,15431.119269
347.18265,500,15432.129375
310.480175,500,15433.149363
328.951565,500,15434.179867
316.128671,500,15435.202772
388.28482,500,15631.000799
395.174348,500,15632.018887
376.557054,500,15633.032602
398.421057,500,15634.050208
286.407143,500,15635.065218
376.167453,500,15636.039265
403.272704,500,15637.064557
346.818049,500,15638.111649
264.933256,500,15834.579396
328.736171,500,15835.57884
283.220608,500,15836.618509
344.117777,500,15837.637495
380.550419,500,15838.65357
333.465818,500,15839.708239
323.535088,500,15840.733088
313.799936,500,15841.807899
348.346538,500,16039.426785
339.794183,500,16040.442835
355.014276,500,16041.439996
347.806891,500,16042.467817
328.201399,500,16043.513689
292.758962,500,16044.577607
349.562172,500,16045.622554
327.551174,500,16046.682206
399.565731,500,16242.917166
384.469557,500,16243.9305
328.186696,500,16244.993964
378.642463,500,16246.021906
289.225138,500,16247.085069
349.821029,500,16248.10434
339.856344,500,16249.120749
392.024932,500,16250.109701
254.108757,500,16447.37796
335.081483,500,16448.429566
324.644144,500,16449.456932
299.004517,500,16450.510381
361.501737,500,16451.501905
320.078474,500,16452.547262
347.786602,500,16453.582145
375.539538,500,16454.608345
341.935588,500,16455.632401
372.539302,500,16651.532712
402.100601,500,16652.533275
317.464434,500,16653.56461
308.624516,500,16654.592949
417.260532,500,16655.611854
319.466432,500,16656.660415
344.501136,500,16657.682883
314.265609,500,16658.717001
442.278282,500,16659.698635
380.469871,500,16856.314255
321.385083,500,16857.340343
370.469013,500,16858.371207
428.616857,500,16859.406896
379.236311,500,16860.432838
350.523462,500,16861.455693
357.763996,500,16862.483355
271.441086,500,16863.514863
387.562764,500,16864.537848
286.96739,500,17061.969623
428.768131,500,17063.010155
291.144648,500,17064.047388
310.994719,500,17065.063444
423.104507,500,17066.04643
316.064435,500,17067.083629
334.734553,500,17068.106919
322.852877,500,17069.171239
381.693835,500,17070.205874
323.080016,500,17267.467856
295.421939,500,17268.475516
247.820705,500,17269.509018
329.480709,500,17270.52824
326.262305,500,17271.529656
305.658853,500,17272.576465
253.318148,500,17273.614028
303.614403,500,17274.657651
361.265578,500,17275.684297
381.585607,500,17472.576216
365.289154,500,17473.61539
321.207798,500,17474.654156
348.560561,500,17475.685271
364.065541,500,17476.719736
291.620321,500,17477.758942
321.952509,500,17478.81936
319.348678,500,17479.842719
289.758287,500,17480.89871
314.628576,500,17679.598744
332.166812,500,17680.649225
371.337577,500,17681.681967
451.975288,500,17682.689469
405.584829,500,17683.669471
358.353506,500,17684.700401
349.592528,500,17685.744854
315.736107,500,17686.768921
355.942824,500,17687.801817
290.04431,500,17688.872058
390.918136,500,17886.282615
310.90157,500,17887.352223
341.892019,500,17888.371117
425.792376,500,17889.347048
347.148101,500,17890.377311
419.039069,500,17891.395927
351.735697,500,17892.435791
331.422988,500,17893.467938
329.385823,500,17894.512808
413.529684,500,17895.49943
436.008353,500,18091.860767
395.426513,500,18092.880944
339.458564,500,18093.917365
446.950073,500,18094.931677
287.407779,500,18095.982814
353.086368,500,18096.996449
344.4654,500,18098.011315
378.11685,500,18099.038668
