#{"t_start": 1606209172.8206425, "env_id": null}
r,l,t
320.443978,500,201.845949
294.153692,500,202.889573
385.027279,500,203.915357
245.799531,500,204.961533
280.553837,500,406.120901
392.648758,500,407.151252
252.830065,500,408.200346
390.645004,500,409.235022
359.010814,500,608.114296
295.242597,500,609.152421
456.880228,500,610.173373
294.224746,500,611.214698
351.138117,500,809.083086
408.789072,500,810.110679
380.242041,500,811.14521
348.092157,500,812.181476
314.027819,500,1011.178423
283.56467,500,1012.219169
359.931684,500,1013.283131
355.731391,500,1014.330964
354.689275,500,1213.480077
428.724405,500,1214.514947
361.921839,500,1215.575081
394.585128,500,1216.598826
327.971478,500,1414.555347
350.861939,500,1415.598624
386.084002,500,1416.63489
395.099887,500,1417.691129
385.012718,500,1615.361993
401.264844,500,1616.394588
318.495279,500,1617.510056
305.368107,500,1618.565823
368.788518,500,1817.02944
393.565952,500,1818.060426
377.651815,500,1819.110559
370.188761,500,1820.141877
303.675924,500,2019.632358
338.137824,500,2020.670822
319.224772,500,2021.752054
357.254702,500,2022.790747
384.265704,500,2221.453928
383.924048,500,2222.495275
378.660836,500,2223.540184
304.530593,500,2224.591907
307.392186,500,2423.586295
354.615996,500,2424.630623
399.056588,500,2425.681056
381.588175,500,2426.711979
401.487923,500,2625.107943
315.999622,500,2626.163277
301.984134,500,2627.215168
344.077904,500,2628.30197
359.444657,500,2827.146551
360.46246,500,2828.190546
406.115444,500,2829.233276
373.937437,500,2830.265838
337.878507,500,3029.196288
356.31365,500,3030.238048
291.312615,500,3031.290193
325.841157,500,3032.342876
338.555609,500,3233.14357
343.133072,500,3234.253006
305.848824,500,3235.326024
286.141218,500,3236.377213
283.168692,500,3438.411883
276.19073,500,3439.477851
280.669569,500,3440.535173
273.601269,500,3441.587756
285.368354,500,3646.616219
268.431167,500,3647.673663
272.87494,500,3648.751407
271.63648,500,3649.817637
305.913023,500,8554.104515
312.165864,500,8555.172203
353.274507,500,8556.226597
331.179997,500,8557.28821
285.853009,500,8763.054582
347.679264,500,8764.117214
343.781442,500,8765.152482
327.882529,500,8766.2318
303.970774,500,8969.83569
332.205285,500,8970.912309
297.519585,500,8972.062872
287.620071,500,8973.116787
322.580297,500,9176.311998
359.247489,500,9177.360914
320.445167,500,9178.435568
382.210366,500,9179.478532
312.095863,500,9382.480263
338.262894,500,9383.549942
300.589306,500,9384.624522
284.691437,500,9385.711045
322.405253,500,9588.424946
308.254569,500,9589.484088
324.947206,500,9590.576762
350.955529,500,9591.623695
334.19378,500,9794.506607
